DateSiteCam,Site,Year,Date,DateSite,CameraNum,OpCode,FilemeLeft,FilemeRight,Time,Length,Precision,RMS,Range,Direction,HorzDir,VertDir,MidX,MidY,MidZ,Family,Genus,Species,SciName,Common,Code,FishID,number,phase,datesitefishid,Habitat,Notes,Comment,NumMeasured,status,SiteID,Latitude_x,Longitude_y,BottomTime,AvgDepth,MaxDepth,AvgTemp,StartTime,Common_Species,camtype,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.78569,205.52424,4.02925,3.30704,3041.92618,11.33385,8.90423,11.08426,531.27152,-274.10643,-2982.60476,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang217,,,82124AlligatorLighthouseDrift_graymang217,gorgonians,,graymang217,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.77713,204.82274,2.36762,1.86481,1660.62825,19.35394,24.87052,15.01674,-498.7436,232.64859,-1566.78512,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang106,,,82124AlligatorLighthouseDrift_graymang106,gorgonians,,graymang106,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,32.24249,204.58014,4.38648,1.91942,1753.83778,21.60914,61.75956,0.67732,-645.761,-12.94787,-1630.57414,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang86,,,82124AlligatorLighthouseDrift_graymang86,artificial,,graymang86,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9498,204.55829,2.1285,2.0691,1683.65979,11.02248,28.57676,41.08328,-254.9655,196.50936,-1652.60005,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang138,,,82124AlligatorLighthouseDrift_graymang138,gorgonians,,graymang138,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9042,204.19065,1.19185,1.63654,1365.39045,10.51002,11.07802,19.3481,-211.35149,131.75789,-1342.48333,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang130,,,82124AlligatorLighthouseDrift_graymang130,gorgonians,,graymang130,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,37.89119,203.09146,2.76665,1.78421,2493.75809,8.19841,11.61807,13.20701,171.15139,-311.71798,-2468.27237,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang175,,,82124AlligatorLighthouseDrift_graymang175,gorgonians,,graymang175,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.84692,202.08935,2.19345,1.85411,1840.0948,7.79595,17.70252,2.21039,146.99385,-201.7258,-1823.08759,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang117,,,82124AlligatorLighthouseDrift_graymang117,gorgonians,,graymang117,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9498,201.70484,2.84563,4.93161,1716.86144,6.29629,35.66487,27.41128,24.55098,186.6807,-1706.50543,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang150,,,82124AlligatorLighthouseDrift_graymang150,gorgonians,,graymang150,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,30.37924,201.66871,6.35973,2.22166,2925.9693,2.43354,24.69239,6.68491,-73.18564,100.39426,-2923.3305,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang57,,,82124AlligatorLighthouseDrift_graymang57,artificial,,graymang57,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.12531,201.641,3.63204,3.21264,2150.25067,23.44543,21.79523,6.82293,712.15151,-474.10466,-1972.72475,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang188,,,82124AlligatorLighthouseDrift_graymang188,gorgonians,,graymang188,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.12531,201.34042,5.70529,2.34158,2102.19391,15.98709,50.97748,7.68303,433.03496,-384.32728,-2020.88903,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang183,,,82124AlligatorLighthouseDrift_graymang183,gorgonians,,graymang183,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9498,200.85007,2.50572,3.36891,1813.80009,24.3662,13.5079,15.45503,-729.64236,166.12156,-1652.23981,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang143,,,82124AlligatorLighthouseDrift_graymang143,gorgonians,,graymang143,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.95898,200.81529,5.41047,0.96638,2707.65294,21.43744,18.77051,2.63097,-886.51977,439.77714,-2520.32998,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang155,,,82124AlligatorLighthouseDrift_graymang155,gorgonians,,graymang155,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.88029,199.95518,1.78944,1.45591,1459.62641,10.84547,24.32183,19.29514,273.81534,21.32481,-1433.55491,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang128,,,82124AlligatorLighthouseDrift_graymang128,gorgonians,,graymang128,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.92116,199.69934,2.31409,4.11356,1393.74487,20.09176,41.65905,3.92123,-478.56014,14.69634,-1308.92665,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang136,,,82124AlligatorLighthouseDrift_graymang136,gorgonians,,graymang136,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.68593,199.13328,2.57378,0.55787,1927.76388,26.44531,13.12385,7.20265,-677.77504,526.94636,-1726.04232,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang105,,,82124AlligatorLighthouseDrift_graymang105,gorgonians,,graymang105,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.84692,199.13007,2.51641,2.10629,1717.50323,22.22337,22.25139,12.76892,-642.20779,97.66218,-1589.92094,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang111,,,82124AlligatorLighthouseDrift_graymang111,gorgonians,,graymang111,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.12531,199.07805,2.40852,1.80555,1648.19563,14.88332,28.04207,2.48609,-236.06355,-351.41434,-1592.90012,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang186,,,82124AlligatorLighthouseDrift_graymang186,gorgonians,,graymang186,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9042,198.51236,3.09953,1.99925,1493.48325,5.70883,51.00732,7.23203,38.59286,143.46107,-1486.07595,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang132,,,82124AlligatorLighthouseDrift_graymang132,gorgonians,,graymang132,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.84692,198.3898,2.25369,1.223,1799.27213,19.38902,10.69568,0.18048,-597.27002,7.96326,-1697.22871,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang112,,,82124AlligatorLighthouseDrift_graymang112,gorgonians,,graymang112,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,29.09156,197.60761,3.44687,2.84681,2516.83381,9.17328,14.57832,12.37891,-372.78768,-148.38938,-2484.64532,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang02,,,82124AlligatorLighthouseDrift_graymang02,artificial,,graymang02,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,29.09156,197.14155,6.14616,4.18065,2569.56284,25.30128,30.95202,18.47453,-1088.04861,148.78792,-2323.07244,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang14,,,82124AlligatorLighthouseDrift_graymang14,artificial,,graymang14,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.78569,196.95428,4.67682,7.50121,2040.7227,26.60434,45.20419,6.62638,702.80365,-584.17662,-1824.65171,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang213,,,82124AlligatorLighthouseDrift_graymang213,gorgonians,,graymang213,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,36.46142,196.44247,5.53253,0.77729,2943.97781,20.78775,12.12199,18.63392,1023.94232,-207.91687,-2752.32957,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang158,,,82124AlligatorLighthouseDrift_graymang158,gorgonians,,graymang158,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.22318,193.52912,1.87821,4.34845,1798.99953,20.82248,10.491,35.99723,458.57971,-445.71431,-1681.50014,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang193,,,82124AlligatorLighthouseDrift_graymang193,gorgonians,,graymang193,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,37.89119,193.52888,4.74018,2.07993,3308.00349,2.53927,13.74967,20.05847,-56.92943,-135.04969,-3304.75532,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang176,,,82124AlligatorLighthouseDrift_graymang176,gorgonians,,graymang176,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.78569,193.25428,7.04413,7.28778,3134.32924,16.03165,20.58218,4.9727,819.81043,-277.80967,-3012.43298,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang207,,,82124AlligatorLighthouseDrift_graymang207,gorgonians,,graymang207,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.66257,193.22299,1.58619,2.43339,2037.45182,0.69757,5.48034,9.30126,17.89868,-17.17347,-2037.30082,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang104,,,82124AlligatorLighthouseDrift_graymang104,gorgonians,,graymang104,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,29.09156,193.10078,6.22593,4.87914,2648.4671,18.43668,28.22674,7.40382,-796.5271,259.05483,-2512.53123,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang11,,,82124AlligatorLighthouseDrift_graymang11,artificial,,graymang11,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,29.14106,193.08049,6.12287,4.02786,3111.39138,17.76306,16.04912,13.22143,-847.46477,-427.59407,-2963.05975,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang20,,,82124AlligatorLighthouseDrift_graymang20,artificial,,graymang20,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9498,193.06744,1.7349,3.10912,1517.43186,8.74989,19.02716,1.71469,-230.79246,-4.37793,-1499.77169,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang146,,,82124AlligatorLighthouseDrift_graymang146,gorgonians,,graymang146,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.22318,192.84192,3.87391,0.93722,2027.88153,9.82823,31.69411,0.02184,171.55193,-300.64805,-1998.12016,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang195,,,82124AlligatorLighthouseDrift_graymang195,gorgonians,,graymang195,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP010233.MP4,082124_Alligator Lighthouse drift_R1_GP010122.MP4,32.83753,191.84153,3.22971,3.62895,3089.11181,6.27652,8.45061,0.14811,109.45156,-319.49567,-3070.59516,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang98,,,82124AlligatorLighthouseDrift_graymang98,artificial,,graymang98,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,36.06659,191.47528,1.55573,0.65408,2094.73529,2.84935,2.96871,11.20136,97.40367,-36.81607,-2092.14556,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang156,,,82124AlligatorLighthouseDrift_graymang156,gorgonians,,graymang156,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.95898,191.43555,4.48592,2.99291,2644.1214,17.36966,16.01754,12.24631,-702.99062,359.02634,-2523.54557,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang154,,,82124AlligatorLighthouseDrift_graymang154,gorgonians,,graymang154,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.9498,191.23674,1.4553,1.04038,1669.29964,12.5082,1.14488,1.60089,333.73391,139.03195,-1629.67883,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang149,,,82124AlligatorLighthouseDrift_graymang149,gorgonians,,graymang149,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.12531,188.87846,2.89183,2.68769,2129.90056,10.38595,20.21439,24.84833,249.95128,-291.47981,-2095.00364,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang182,,,82124AlligatorLighthouseDrift_graymang182,gorgonians,,graymang182,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,38.66112,188.41815,5.99347,3.127,2427.52996,9.20375,35.06413,4.7624,385.40988,47.06608,-2396.27747,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang204,,,82124AlligatorLighthouseDrift_graymang204,gorgonians,,graymang204,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,35.8561,188.08934,1.30408,1.68132,1657.19005,6.43929,4.06056,1.38292,-175.0828,62.35321,-1646.73524,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang118,,,82124AlligatorLighthouseDrift_graymang118,gorgonians,,graymang118,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,082124_AlligatorLighthouseDrift_SV1,082124_Alligator Lighthouse drift_L1_GP020233.MP4,082124_Alligator Lighthouse drift_R1_GP020122.MP4,36.46142,187.7106,3.6302,1.06818,2664.33464,12.64852,12.32609,14.81655,498.76432,-302.65391,-2599.67572,Lutjanidae,Lutjanus,griseus,Lutjanus griseus,Gray Snapper,192,graymang161,,,82124AlligatorLighthouseDrift_graymang161,gorgonians,,graymang161,1,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Gray Snapper (Lutjanus griseus),SV,,,
